Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
VIA,Scrypt,PoW,23150892.1679687,23000000.0,-0.17208608959284022,-1.1101014020276097,-0.026321988133101354,0,ViaCoin
VRC,Scrypt,PoST,32021108.4136696,0.0,-0.22339142941982273,0.108269787066391,-0.3214734941521382,3,VeriCoin
VTC,Lyra2REv2,PoW,51173723.8166347,84000000.0,-0.23731908210932368,-1.1187437772443838,0.1507473911270986,0,Vertcoin
WDC,Scrypt,PoW,119606941.0,265420800.0,-0.16918921015392072,-1.1101614207191688,-0.026374365819652322,0,WorldCoin
XC,X11,PoW/PoS,6950831.0970606,5500000.0,-0.390417797963993,1.2587834483462632,-0.5097686599334776,3,X11 Coin
XCR,Multiple,PoS,100000000.0,0.0,-0.25909933883369735,0.14800912449045744,0.06475999086061478,3,Crypti
XJO,SHA-256,PoW,39195739.362088,45000000.0,-0.14599095364486755,-1.3717700557040016,0.23230048289337005,0,JouleCoin
XST,X13,PoW/PoS,33093725.4123502,0.0,-0.268478770132279,1.7067133340418592,-0.6120329716210778,3,StealthCoin
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000.0,-0.3292557769734201,1.0226656944598835,-0.6068319314963397,3,ZCC Coin
BCN,CryptoNight,PoW,184066828814.0,184467440735.0,3.8519883142479756,-2.3087704709941743,0.34418462975587966,0,ByteCoin
XDN,CryptoNight,PoW,6906587610.38292,10000000000.0,0.4503283731036112,-2.3182510377873156,0.4151368976252592,0,DigitalNote 
BURST,Shabal256,PoC,1813033920.0,2158812800.0,0.0716327897169967,0.8153015309222812,0.07525936868560283,3,BurstCoin
SJCX,Counterparty,PoS,51173144.0,500000000.0,-0.3550600480020207,1.655952813602763,-0.2782098004123711,3,StorjCoin
MONA,Scrypt,PoW,68194674.8711679,105120000.0,-0.17095359592016612,-1.1101156859569759,-0.026343549094921686,0,MonaCoin
NTRN,SHA-256,PoW/PoS,39121694.0,68000000.0,-0.311448192682568,0.7613577418644633,-0.34808194732556436,3,Neutron
FAIR,Groestl,PoW/PoS,53193831.0,0.0,-0.3727734683583687,0.9277603989626191,-0.4826754871754179,3,FairCoin
NLG,Scrypt,PoW,415032420.0,1680000000.0,-0.15555361441134877,-1.1106423839932413,-0.026597457777515664,0,Gulden
RBY,Scrypt,PoS,27184490.3918338,0.0,-0.2920243592062299,0.8592667202864788,-0.3024596282667673,3,RubyCoin
PTC,Scrypt,PoW,137517654.41397,166386000.0,-0.16967215435320007,-1.110108879989844,-0.02637065976371735,0,PesetaCoin
KORE,X13,PoW/PoS,2022464.886973,12000000.0,-0.26877347698811194,1.706692837916464,-0.6120244998155486,3,Kore
WBB,Scrypt,PoW,181919.2435974,2628000.0,-0.17251118742295504,-1.11010362498434,-0.02631299871420373,0,Wild Beast Coin
NOTE,Scrypt,PoS,174646113.934655,500000000.0,-0.2866786650754039,0.8591177603861808,-0.30255176791580746,3,Dnotes
FLO,Scrypt,PoW,152270664.860648,160000000.0,-0.1695371015451592,-1.1100988438981656,-0.02637461810283888,0,Flo
8BIT,Scrypt,PoW/PoS,1467841.0,0.0,-0.3381334274288377,1.0230361678340503,-0.6066934590184089,3,8BIT Coin
STV,X13,PoW/PoS,7096834.0,10000000.0,-0.26872563238499425,1.706696203006265,-0.6120258796277027,3,Sativa Coin
ABY,Scrypt,PoW,792537250.0,1000000000.0,-0.15575886680089493,-1.1101571870439988,-0.02665057508894816,0,ArtByte
FLDC,Stanford Folding,PoW,719416990.0,1000000000.0,-0.10346281734478834,-2.337848853922672,0.5477941844657693,0,Folding Coin
U,X11,PoS,2689812.0,20000000.0,-0.3445723536662442,1.0949929340619584,-0.20552692804854106,3,Ucoin
UIS,Multiple,PoW,65113302.0,0.0,-0.13970115022193447,-1.821363913489806,0.3409092990520004,0,Unitus
CYP,QuBit,PoW,6365285.0,0.0,-0.15843093099354344,-1.5821227387281847,0.2593015409122986,0,CypherPunkCoin
OMC,Scrypt,PoW,10140044.4430293,3371337.0,-0.17238421244992738,-1.1100990850658818,-0.026316141796809564,0,OmniCron
VTR,Scrypt,PoW/PoS,11604722.0,20000000.0,-0.33786779823903124,1.023032281611015,-0.6066984528742483,3,Vtorrent
GRE,Scrypt,PoW,4610340640.89,10000000000.0,-0.04531628302799837,-1.112269629831029,-0.028668223965442146,0,GreenCoin
XCN,M7 POW,PoW,708506520.0,1840000000.0,-0.20483474169134025,-1.860289055171223,0.4026255066081662,0,Cryptonite
MSC,Scrypt,PoW,619478.0,619478.0,-0.17252007376717043,-1.1101025230759072,-0.02631294648966185,0,MasterCoin
SOON,SHA-256,PoW,12462620.0,21000000.0,-0.1464877675993738,-1.3717725149921385,0.23231097248416463,0,SoonCoin
1CR,Scrypt,PoW,88213.0,92000000000.0,0.4794611642756047,-1.1507764970970231,-0.03489130881059772,0,1Credit
ISL,X11,PoW/PoS,1513704.0,0.0,-0.39052322768432257,1.2587832217173636,-0.5097664688078958,3,IslaCoin
NXS,SHA3,PoW/nPoS,63657220.0,78000000.0,-0.45558466149723403,2.5469388797412287,-0.6336072436028404,3,Nexus
MARS,X11,PoW,32221574.820996,33000000.0,-0.22429472085086655,-0.8743543569714364,0.07060128393581135,0,MarsCoin 
CTO,Lyra2RE,PoW,13742738.0,65789100.0,-0.18238942179157341,-2.102849804719416,0.41195022938187925,0,Crypto
ACP,SHA-256,PoW,14747200.0002,53760000.0,-0.14622767984009225,-1.3717858815315036,0.2323072125820449,0,Anarchists Prime
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000.0,-0.3619869247054755,1.7660907039117224,-0.7528836563366865,3,Droidz
BSC,X11,PoW,15863837.5,21000000.0,-0.22457968565084666,-0.8743570490102742,0.07060745201659484,0,BowsCoin
SQL,X11,PoS/PoW,329200.01639,0.0,-0.3737376645781968,0.9811548196096952,-0.09771541517392983,3,Squall Coin
SONG,Scrypt,PoW,32565300.0,210240000.0,-0.17064408209894166,-1.1101795797064533,-0.026342353357401725,0,Song Coin
ZNY,Scrypt,PoW,75614500.0,250000000.0,-0.169836165833035,-1.1101761110737547,-0.02635934877383211,0,BitZeny
DIGS,Scrypt,PoS,100000000.0,100000000.0,-0.2904257294891292,0.8592581091276925,-0.30249142874354906,3,Diggits
EXP,Ethash,PoW,10495278.0,16906397.0,-0.1377223473054251,-2.1005017785188307,0.44639503086050614,0,Expanse
CON,X13,PoW/PoS,23042604.0,50000000.0,-0.2682472702166213,1.7066863145932993,-0.6120345314201405,3,Paycon
SC,Blake2b,PoW,33098296530.0,0.0,0.3825771525248982,-2.2556166282263272,0.42876378182268166,0,Siacoin
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000.0,-0.3047950980126246,0.7609476220280956,-0.3481700676837213,3,Emercoin
EGC,X15,PoW/PoS,13530556.4180753,26298000.0,-0.27380057072403813,1.8766743256904748,-0.6648275393344347,3,EverGreenCoin
MND,X11,PoW,15867695.0,16000000.0,-0.22461507285935,-0.8743548365814974,0.07060791705329714,0,MindCoin
I0C,SHA-256,PoW,20997476.8650231,21000000.0,-0.14638345557854857,-1.3717683422777296,0.23230833803393652,0,I0coin
DCR,BLAKE256,PoW/PoS,10365046.9281661,21000000.0,-0.018771584699385307,0.5660638456281776,-0.3582341468029408,3,Decred
RVR,Scrypt,PoW,210000000.0,210000000.0,-0.1684771968293759,-1.1100927252997572,-0.026397099663338287,0,Revolution VR
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100.0,-0.21382193324214266,-1.9578572276701134,0.3425940449682004,0,HOdlcoin
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000.0,-0.3122074789606661,0.7613607462796215,-0.3480667150808072,3,EDRCoin
HTC,X11,PoW/PoS,10996318099.0,26550000000.0,-0.06798959435639808,1.2524206286169022,-0.5156358973435292,3,Hitcoin
GAME,Scrypt,PoW,69836100.0,84000000.0,-0.17108320932757412,-1.110105546126894,-0.02634208640832224,0,Gamecredits
DBIC,SHA-256,PoW/PoS,5129014.0,10500000.0,-0.3122711423113911,0.7613665439946565,-0.3480660932060773,3,DubaiCoin
DIEM,SHA-256,PoW,21739971929.0,21626280000.0,0.2721771357570764,-1.3707017568060098,0.2235897577885987,0,CarpeDiemCoin
PWR,NIST5,PoW/PoS,10069449031.9252,0.0,-0.23060419276391797,1.4521462667924847,-0.5779518240803456,3,PWR Coin
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000.0,-0.33774373704672306,1.0230212811525383,-0.6066996998885569,3,BillaryCoin
GPU,Scrypt,PoS,40477042.0,221052632.0,-0.2902953277361798,0.8591754897882482,-0.3024843434309387,3,GPU Coin
ADZ,X11,PoW,45110324.0,84000000.0,-0.2237757656531503,-0.8743706031643158,0.07059255005227391,0,Adzcoin
SOIL,Dagger,PoW,5702048.0,30000000.0,-0.15837606167850074,-2.146642301535771,0.4158556563126772,0,SoilCoin
YOC,Scrypt,PoW,636462.55983338,168351300.0,-0.17133117241833798,-1.1101766704475695,-0.026328591966367,0,YoCoin
SIB,X11GOST,PoW,17263355.0,24000000.0,-0.16384926328934948,-2.28760082733395,0.32586677592007485,0,SibCoin
ERC,X11,PoW/PoS,10407269.7881868,384000000.0,-0.3876931731458772,1.2586178001158117,-0.5098050202445809,3,EuropeCoin
ZEIT,Scrypt,PoS,36971236046.8073,99000000000.0,0.8611017287097472,0.8335600180323033,-0.3230944335943053,3,ZeitCoin
